duration_s,n_turns_total,n_turns_caller,n_turns_agent,ratio_caller_agent_turns,caller_dur_mean,caller_dur_std,caller_dur_min,caller_dur_max,caller_dur_median,caller_dur_cv,agent_dur_mean,agent_dur_std,agent_dur_min,agent_dur_max,agent_dur_median,caller_total_speech_s,agent_total_speech_s,caller_speech_ratio,agent_speech_ratio,caller_latency_mean,caller_latency_std,caller_latency_min,caller_latency_max,caller_latency_median,n_caller_responses,agent_latency_mean,agent_latency_std,n_overlaps,overlap_total_s,overlap_mean,n_silences,silence_total_s,silence_mean,silence_std,silence_ratio,caller_consecutive_segments,agent_consecutive_segments,caller_turns_per_min,first_speaker,last_speaker,time_to_first_caller_s,wavlm,xlsr,anon_id,y,split
170.22,66,33,33,1.0,1.1227272727272732,1.3543893290134312,0.09000000000000341,6.75,0.5999999999999943,1.2063386736152013,1.991818181818182,1.4320078878655271,0.12000000000000455,4.97999999999999,1.89,37.05000000000002,65.73,0.21765949947127258,0.38614733873810364,3.353333333333332,0.573301840220316,2.6400000000000006,4.5,3.4199999999999875,9,1.9600000000000029,0.7823042886243222,0,0.0,0.0,65,66.17999999999996,1.0181538461538457,1.1448975012906353,0.3887909763835035,24,23,11.63200563976031,1,1,10.5,0.1872468560934067,0.6679280895429353,call_0181ce113ebe,1,train
128.22,66,28,38,0.7368421052631579,1.2621428571428575,0.7877363590875898,0.29999999999999716,3.1499999999999986,1.1399999999999988,0.6241261475510047,1.298684210526316,1.0312631222493716,0.029999999999986926,3.6599999999999966,0.9749999999999943,35.34000000000001,49.350000000000016,0.2756200280767432,0.38488535329901746,1.0860000000000003,1.5480826851302236,-0.7800000000000011,4.080000000000005,0.6300000000000026,10,0.9390000000000001,1.2118622033878261,6,3.3299999999999983,0.5549999999999997,59,45.56999999999998,0.7723728813559319,0.8569640458056711,0.35540477304632645,18,27,13.102480112306973,1,1,10.56,0.23582514896988868,0.9973950982093811,call_018c9d3823ac,1,train
215.9,86,33,53,0.6226415094339622,1.9172727272727268,1.7407492509104956,0.18000000000000682,6.870000000000001,1.3800000000000026,0.9079299080140093,1.4467924528301888,1.1281209250255064,0.18000000000000682,4.109999999999999,1.0200000000000102,63.26999999999998,76.68,0.2930523390458545,0.3551644279759148,3.722999999999998,1.9873827009411162,-0.8100000000000023,6.719999999999999,4.095000000000006,10,1.600000000000001,0.5230678732248893,1,0.8100000000000023,0.8100000000000023,84,75.63000000000001,0.900357142857143,1.2963725539454563,0.350301065308013,23,43,9.170912459471976,1,0,11.61,0.2642778245615773,0.9868125319480896,call_01bf49059daf,1,train
149.12,62,18,44,0.4090909090909091,1.1783333333333323,1.1509906219273487,0.21000000000000085,4.41,0.7049999999999947,0.9767954358647947,1.4979545454545458,1.2643346987423771,0.14999999999999858,5.040000000000006,1.0499999999999972,21.209999999999983,65.91000000000001,0.14223444206008573,0.441993025751073,2.98,0.577451296647604,2.5799999999999983,4.439999999999998,2.729999999999997,9,2.186666666666664,1.2932613811600489,0,0.0,0.0,61,60.779999999999994,0.9963934426229506,1.1801116229505364,0.4075912017167381,9,34,7.242489270386265,1,1,11.16,0.08290961529128253,0.7112202743689219,call_01c3806808d6,1,train
108.78,46,18,28,0.6428571428571429,0.8566666666666649,0.8336242629414675,0.12000000000000455,2.790000000000001,0.4499999999999922,0.973102252460859,1.8610714285714292,1.0859552520816926,0.269999999999996,4.199999999999999,1.724999999999997,15.419999999999968,52.110000000000014,0.14175399889685575,0.4790402647545506,0.7569230769230787,1.598522154029489,-1.1400000000000006,2.730000000000004,0.6599999999999966,13,1.4515384615384634,0.7084001476783941,6,5.309999999999983,0.8849999999999971,39,45.09000000000001,1.1561538461538463,0.8458680231280821,0.41450634307777173,5,14,9.928295642581357,1,1,5.55,0.4748529698699713,0.9971469243367513,call_0294f969f98b,1,val
145.94,69,17,52,0.3269230769230769,1.4982352941176487,1.3785102252709147,0.17999999999999972,5.100000000000001,1.1700000000000017,0.9200892748176492,1.1982692307692298,1.176556492904391,0.030000000000001137,5.280000000000015,0.5850000000000009,25.470000000000027,62.309999999999945,0.1745237768946144,0.4269562834041383,1.9950000000000006,1.2270837849896863,-0.29999999999999716,3.2399999999999993,2.5050000000000026,14,0.6576923076923061,1.2088090133553906,6,3.690000000000005,0.6150000000000008,61,60.600000000000044,0.9934426229508203,1.0150482504884542,0.41523913937234513,3,38,6.989173632999863,1,0,10.77,0.02652841322124004,0.668483970221132,call_02c249d2f89d,1,train
146.66,51,22,29,0.7586206896551724,1.45909090909091,1.2386125459404327,0.060000000000002274,4.260000000000005,1.1550000000000011,0.8488933336663396,2.018275862068965,1.4917895987358802,0.09000000000000341,5.52000000000001,1.710000000000008,32.10000000000002,58.52999999999999,0.21887358516296213,0.3990863221055502,3.093333333333335,1.2947393560095415,0.17999999999999972,5.010000000000001,3.1799999999999997,9,1.3462500000000017,0.9173243311781439,1,0.29999999999999716,0.29999999999999716,49,55.10999999999999,1.1246938775510205,1.266562115269811,0.37576708032183276,13,20,9.000409109504977,1,0,12.57,0.5536194100044668,0.6802254257102808,call_02d28871d7b3,1,train
173.84,93,58,35,1.6571428571428573,0.9527586206896548,1.2632828205012143,0.060000000000002274,6.5699999999999985,0.375,1.3259211652021436,1.660285714285711,1.1152564614428007,0.11999999999999034,3.8100000000000023,1.4699999999999989,55.25999999999998,58.109999999999886,0.31787850897376885,0.33427289461573795,2.0127272727272714,1.9461402360009474,-2.7900000000000063,5.759999999999998,2.1899999999999977,11,1.1370000000000018,1.7018489944762991,3,6.749999999999993,2.249999999999998,89,66.06000000000012,0.7422471910112373,0.8755254952014249,0.38000460193281244,47,24,20.018407731247123,1,0,9.27,0.27012971602380276,0.6528019932253907,call_03680846967f,1,train
185.46,61,10,51,0.19607843137254902,3.0870000000000024,2.014569432906196,0.12000000000000455,5.490000000000002,3.764999999999997,0.6525978078737268,2.176470588235294,1.2601901817256176,0.30000000000001137,6.8700000000000045,2.1299999999999955,30.870000000000026,111.0,0.16645098673568437,0.5985118084762212,1.070999999999999,0.5824173761144152,-0.45000000000000284,1.6799999999999997,1.1399999999999988,10,1.3529999999999964,0.5137022483890824,1,0.45000000000000284,0.45000000000000284,59,42.35999999999997,0.7179661016949148,0.5926061076559122,0.22840504691038482,0,40,3.2351989647363313,1,1,9.45,0.02846387103199959,0.2970665841111213,call_04d682ac0cef,0,train
168.76,65,32,33,0.9696969696969697,1.8815624999999967,1.0546826747201454,0.480000000000004,4.859999999999999,1.8449999999999989,0.560535552085114,1.644545454545454,1.2853576615797702,0.060000000000002274,4.920000000000002,1.5300000000000011,60.20999999999989,54.26999999999998,0.3567788575491816,0.321580943351505,2.7433333333333367,0.8646964785403007,1.1700000000000017,4.259999999999991,2.490000000000002,9,0.9149999999999991,1.6248340574611695,2,3.3600000000000136,1.6800000000000068,62,56.430000000000135,0.9101612903225829,0.9458788816782332,0.334380184877934,23,24,11.37710357904717,1,0,10.53,0.34343257620930673,0.9953088363011678,call_05d6615469e1,1,train
146.14,88,45,43,1.0465116279069768,0.565999999999999,0.7600669826941701,0.030000000000001137,3.240000000000002,0.23999999999999488,1.3428745277282181,1.8669767441860459,1.2936300620894399,0.17999999999999972,4.890000000000001,1.6200000000000045,25.469999999999953,80.27999999999999,0.1742849322567398,0.5493362529081702,-0.4421052631578948,1.6332128491186677,-4.019999999999996,1.8900000000000006,-0.21000000000000085,19,1.493684210526317,0.9085471340204867,12,16.710000000000004,1.3925000000000003,75,55.800000000000054,0.7440000000000008,0.7604515017320209,0.3818256466402084,26,23,18.475434514848775,1,1,0.87,0.0,8.516096204402857e-05,call_0615c3630150,0,train
140.38,57,16,41,0.3902439024390244,1.4812499999999997,1.1535965499254948,0.17999999999999972,3.8999999999999986,1.2150000000000016,0.7787993585994902,1.6624390243902458,1.2797378256654863,0.15000000000000568,6.0,1.259999999999991,23.699999999999996,68.16000000000008,0.16882746830032766,0.48553925060549996,1.7969999999999977,2.017694228568839,-0.9900000000000091,4.439999999999998,2.3550000000000004,10,1.7130000000000005,0.4729587719875814,3,2.910000000000011,0.9700000000000036,53,50.18999999999993,0.9469811320754703,1.0214329770279758,0.35752956261575675,6,30,6.838580994443653,1,1,11.01,0.722124507650733,0.6914570132891337,call_064d8dd77899,1,train
133.1,54,23,31,0.7419354838709677,2.050434782608696,1.9178171262256132,0.09000000000000341,6.390000000000001,1.2600000000000193,0.9353221777605829,1.683870967741934,1.2413317510355693,0.09000000000000341,5.1299999999999955,1.3800000000000026,47.16000000000001,52.19999999999995,0.3543200601051842,0.39218632607062326,0.4124999999999985,1.4111963010155593,-1.3499999999999943,2.309999999999988,0.0449999999999946,12,1.3400000000000023,0.9908949123255827,8,5.73,0.71625,45,38.22000000000004,0.8493333333333343,0.7458107242213906,0.2871525169045833,11,18,10.368144252441773,1,1,9.3,0.24331097826361656,0.673845541353027,call_06b5a78ea12e,1,train
