duration_s,n_turns_total,n_turns_caller,n_turns_agent,ratio_caller_agent_turns,caller_dur_mean,caller_dur_std,caller_dur_min,caller_dur_max,caller_dur_median,caller_dur_cv,agent_dur_mean,agent_dur_std,agent_dur_min,agent_dur_max,agent_dur_median,caller_total_speech_s,agent_total_speech_s,caller_speech_ratio,agent_speech_ratio,caller_latency_mean,caller_latency_std,caller_latency_min,caller_latency_max,caller_latency_median,n_caller_responses,agent_latency_mean,agent_latency_std,n_overlaps,overlap_total_s,overlap_mean,n_silences,silence_total_s,silence_mean,silence_std,silence_ratio,caller_consecutive_segments,agent_consecutive_segments,caller_turns_per_min,first_speaker,last_speaker,time_to_first_caller_s,label,split,anon_id
170.0,29,10,19,0.5263157894736842,4.857999999999997,3.8170197798806367,0.4200000000000017,11.36,3.030000000000001,0.7857183573241332,3.7736842105263166,2.564025070353938,0.2600000000000051,9.02,4.039999999999992,48.57999999999997,71.70000000000002,0.28576470588235275,0.42176470588235304,3.204444444444444,0.5734786637511284,2.539999999999999,4.359999999999999,3.2600000000000193,9,1.793333333333334,0.8019351594736353,0,0.0,0.0,28,48.76000000000002,1.7414285714285722,1.3007795790323249,0.2868235294117648,1,9,3.5294117647058822,1,1,10.5,1,train,call_0181ce113ebe
128.0,24,10,14,0.7142857142857143,4.3880000000000035,6.727569810530063,0.3200000000000074,21.64,1.7400000000000055,1.5331745238218,4.161428571428572,5.211168268754592,0.28000000000000114,19.42,2.07,43.88000000000003,58.26000000000001,0.34281250000000024,0.4551562500000001,0.7825000000000009,2.089523185527536,-1.5799999999999983,4.020000000000003,0.9200000000000017,8,1.5349999999999957,0.384670545495011,4,4.179999999999993,1.0449999999999982,19,29.059999999999945,1.5294736842105234,0.9530388454494778,0.22703124999999957,2,5,4.6875,1,1,10.54,1,train,call_018c9d3823ac
216.0,34,10,24,0.4166666666666667,7.3379999999999965,6.246381708192708,0.47999999999998977,20.980000000000004,6.129999999999992,0.8512376271726235,3.615833333333336,3.0643190841156467,0.44000000000000483,12.319999999999993,2.719999999999997,73.37999999999997,86.78000000000006,0.3397222222222221,0.40175925925925954,3.579999999999999,1.999977777654319,-0.9399999999999977,6.640000000000001,3.969999999999999,10,1.4977777777777805,0.5249232748168468,1,0.9399999999999977,0.9399999999999977,32,55.63999999999997,1.7387499999999991,1.7146348242833405,0.2575925925925925,0,14,2.7777777777777777,1,0,11.6,1,train,call_01bf49059daf
149.0,33,10,23,0.43478260869565216,2.4380000000000006,2.594052171153593,0.3999999999999915,7.600000000000001,1.1099999999999994,1.064008273647905,3.1808695652173906,3.0038247029162335,0.21999999999999886,9.919999999999987,1.8800000000000001,24.380000000000006,73.15999999999998,0.16362416107382555,0.49100671140939584,2.906666666666668,0.5794825277780217,2.5,4.360000000000014,2.6599999999999966,9,2.111111111111109,1.2895391080192582,0,0.0,0.0,32,50.4,1.575,1.3293122160508173,0.33825503355704695,1,13,4.026845637583892,1,1,11.14,1,train,call_01c3806808d6
109.0,34,14,20,0.7,1.228571428571429,1.151392849771744,0.3400000000000034,3.8400000000000034,0.6100000000000034,0.937180226558396,2.785000000000001,1.858668170605246,0.3200000000000074,8.040000000000003,2.449999999999999,17.200000000000006,55.700000000000024,0.15779816513761474,0.5110091743119268,0.43692307692307664,2.252877362453716,-4.920000000000002,2.6000000000000085,1.7399999999999949,13,1.8153846153846152,0.973555471665717,6,9.66,1.61,27,44.13999999999998,1.634814814814814,0.9655702594456437,0.40495412844036677,1,6,7.706422018348624,1,1,5.54,1,val,call_0294f969f98b
146.0,39,16,23,0.6956521739130435,1.7512500000000015,1.4629644561642623,0.21999999999999886,5.1800000000000015,1.3700000000000045,0.8353829871030756,3.183478260869562,2.4289141021071585,0.35999999999999943,9.019999999999996,2.9799999999999995,28.020000000000024,73.21999999999993,0.19191780821917825,0.501506849315068,1.4646153846153862,2.148257493041805,-4.520000000000003,3.1399999999999997,2.3000000000000114,13,1.3883333333333354,1.3990505438483707,5,6.579999999999984,1.3159999999999967,33,50.08000000000005,1.517575757575759,1.0855846072020083,0.3430136986301373,3,10,6.575342465753425,1,0,10.78,1,train,call_02c249d2f89d
146.0,25,11,14,0.7857142857142857,3.305454545454546,2.6542809332712447,0.28000000000000114,8.339999999999998,3.200000000000003,0.8030002823427856,4.615714285714286,4.636445445988375,0.4000000000000057,16.39999999999999,3.4699999999999998,36.36000000000001,64.62,0.249041095890411,0.4426027397260274,3.3444444444444446,0.7221341826681367,2.5,4.9,3.0799999999999983,9,1.4974999999999992,0.622110463319362,0,0.0,0.0,24,44.559999999999995,1.8566666666666662,1.377592943811989,0.3052054794520548,2,5,4.52054794520548,1,0,12.56,1,train,call_02d28871d7b3
174.0,23,10,13,0.7692307692307693,7.530000000000003,7.636498615930673,0.4200000000000017,24.0,5.290000000000006,1.0141432424874728,5.058461538461544,5.4816631389780595,0.4200000000000017,20.420000000000016,3.980000000000004,75.30000000000003,65.76000000000008,0.4327586206896553,0.37793103448275905,1.8733333333333277,2.183368956452388,-2.9399999999999977,5.659999999999997,2.019999999999996,9,0.6624999999999979,3.0357006722383844,2,9.700000000000003,4.850000000000001,20,41.459999999999894,2.0729999999999946,1.7953539454585796,0.23827586206896492,1,4,3.4482758620689657,1,0,9.28,1,train,call_03680846967f
185.0,42,10,32,0.3125,3.283999999999998,1.9791535789040946,0.3199999999999932,5.619999999999997,4.13999999999999,0.6026655234178123,3.7249999999999988,2.991368227244473,0.35999999999999943,12.919999999999987,2.609999999999985,32.83999999999998,119.19999999999996,0.1775135135135134,0.6443243243243241,0.914000000000002,0.5781234008986867,-0.6199999999999903,1.5999999999999996,1.0299999999999976,10,1.2420000000000002,0.5332041510216005,1,0.6199999999999903,0.6199999999999903,40,32.42000000000004,0.8105000000000008,0.6180695753715747,0.17524324324324345,0,21,3.243243243243243,1,1,9.44,0,train,call_04d682ac0cef
169.0,46,27,19,1.4210526315789473,2.3488888888888884,1.389148420196106,0.5,5.719999999999999,2.0,0.5914066121932335,3.20421052631579,3.0198865243387933,0.28000000000000114,10.460000000000008,2.16,63.41999999999998,60.88000000000001,0.375266272189349,0.3602366863905326,2.471999999999997,0.9929171387605522,0.7600000000000051,4.099999999999994,2.3799999999999883,10,0.6888888888888904,1.6415879845780765,3,4.299999999999997,1.4333333333333325,42,47.58000000000002,1.1328571428571435,1.0193620331873405,0.2815384615384617,17,9,9.585798816568047,1,0,10.54,1,train,call_05d6615469e1
